date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:45:03	77/77	---M--	200	added ('OK')	text/plain	etag:%224d-4dc85a8b024c6%22	http://www.adventuresinbridge.com/robots.txt		(from )
00:45:04	39425/39425	---M--	200	added ('OK')	text/html	etag:%229a01-54c97eb3cc3fa%22	http://www.adventuresinbridge.com/	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/index.html	(from )
00:45:05	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:06%20GMT	http://www.adventuresinbridge.com/%c2%94http://www.adventuresinbridge.com/favicon.ico%c2%94	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/%c2%94http_/www.adventuresinbridge.com/favicon.html	(from http://www.adventuresinbridge.com/)
00:45:06	199557/199557	---M-Z	200	added ('OK')	application/x-javascript	etag:%224aec79fc907e6f6a2d71d5be31ddebc2%22	http://connect.facebook.net/en_US/all.js	C:/My%20Web%20Sites/AiB/connect.facebook.net/en_US/all.js	(from http://www.adventuresinbridge.com/)
00:45:07	7602/7602	---M--	200	added ('OK')	image/jpeg	etag:%221db2-509a9c3fa5f92%22	http://www.adventuresinbridge.com/images/playing_cards2_light_lg_wht.jpg	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/images/playing_cards2_light_lg_wht.jpg	(from http://www.adventuresinbridge.com/)
00:45:08	8171/8171	---M--	200	added ('OK')	image/gif	etag:%221feb-4dc8ca0d6dd0f%22	http://www.adventuresinbridge.com/images/BridgeSchool.gif	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/images/BridgeSchool.gif	(from http://www.adventuresinbridge.com/)
00:45:21	95758/95758	---M--	200	added ('OK')	image/jpeg	etag:%221760e-4f28c6df84ddb%22	http://www.adventuresinbridge.com/images/aib.jpg	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/images/aib.jpg	(from http://www.adventuresinbridge.com/)
00:45:21	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:23%20GMT	http://www.adventuresinbridge.com/images/advbegcomp08.pdf	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/images/advbegcomp08.html	(from http://www.adventuresinbridge.com/)
00:45:22	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:23%20GMT	http://www.adventuresinbridge.com/images/flyerBeg1207wn.pdf	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/images/flyerBeg1207wn.html	(from http://www.adventuresinbridge.com/)
00:45:23	23320/23320	---M--	200	added ('OK')	text/html	etag:%225b18-54ca195181c69%22	http://www.adventuresinbridge.com/Apr3a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Apr3a.html	(from http://www.adventuresinbridge.com/)
00:45:23	11423/11423	---M--	200	added ('OK')	text/html	etag:%222c9f-54bfa97a9e3c3%22	http://www.adventuresinbridge.com/results.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/results.html	(from http://www.adventuresinbridge.com/)
00:45:24	1718/1718	---M--	200	added ('OK')	text/html	etag:%226b6-54bb951e94d55%22	http://www.adventuresinbridge.com/Apr10a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Apr10a.html	(from http://www.adventuresinbridge.com/)
00:45:24	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:25%20GMT	http://www.adventuresinbridge.com/images/ZeroTolerancePolicy.pdf	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/images/ZeroTolerancePolicy.html	(from http://www.adventuresinbridge.com/)
00:45:25	145896/145896	---M--	200	added ('OK')	text/html	etag:%22239e8-54537dee995b6%22	http://www.adventuresinbridge.com/mplists/2016/16Dec.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2016/16Dec.html	(from http://www.adventuresinbridge.com/)
00:45:26	152509/152509	---M--	200	added ('OK')	text/html	etag:%22253bd-542c9b0996034%22	http://www.adventuresinbridge.com/mplists/2016/16Nov.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2016/16Nov.html	(from http://www.adventuresinbridge.com/)
00:45:27	161250/161250	---M--	200	added ('OK')	text/html	etag:%22275e2-542c9b0d1e1c5%22	http://www.adventuresinbridge.com/mplists/2016/16Oct.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2016/16Oct.html	(from http://www.adventuresinbridge.com/)
00:45:29	162585/162585	---M--	200	added ('OK')	text/html	etag:%2227b19-542c9b1110ad8%22	http://www.adventuresinbridge.com/mplists/2016/16Sep.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2016/16Sep.html	(from http://www.adventuresinbridge.com/)
00:45:31	165066/165066	---M--	200	added ('OK')	text/html	etag:%22284ca-53cd16abd29f7%22	http://www.adventuresinbridge.com/mplists/2016/16Aug.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2016/16Aug.html	(from http://www.adventuresinbridge.com/)
00:45:33	166505/166505	---M--	200	added ('OK')	text/html	etag:%2228a69-53cd16af28aed%22	http://www.adventuresinbridge.com/mplists/2016/16Jul.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2016/16Jul.html	(from http://www.adventuresinbridge.com/)
00:45:35	163293/163293	---M--	200	added ('OK')	text/html	etag:%2227ddd-53750e113d8b6%22	http://www.adventuresinbridge.com/mplists/2016/16Jun.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2016/16Jun.html	(from http://www.adventuresinbridge.com/)
00:45:37	155762/155762	---M--	200	added ('OK')	text/html	etag:%2226072-5348f5bd33195%22	http://www.adventuresinbridge.com/mplists/2016/16May.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2016/16May.html	(from http://www.adventuresinbridge.com/)
00:45:39	147454/147454	---M--	200	added ('OK')	text/html	etag:%2223ffe-5348f548bd407%22	http://www.adventuresinbridge.com/mplists/2016/16Apr.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2016/16Apr.html	(from http://www.adventuresinbridge.com/)
00:45:41	139925/139925	---M--	200	added ('OK')	text/html	etag:%2222295-52fc7b30cd9ce%22	http://www.adventuresinbridge.com/mplists/2016/16Mar.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2016/16Mar.html	(from http://www.adventuresinbridge.com/)
00:45:43	156284/156284	---M--	200	added ('OK')	text/html	etag:%222627c-52fc7b2e8b70c%22	http://www.adventuresinbridge.com/mplists/2016/16Feb.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2016/16Feb.html	(from http://www.adventuresinbridge.com/)
00:45:45	160134/160134	---M--	200	added ('OK')	text/html	etag:%2227186-52fc7d46968f2%22	http://www.adventuresinbridge.com/mplists/2016/16Janm.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2016/16Janm.html	(from http://www.adventuresinbridge.com/)
00:45:47	199969/199969	---M--	200	added ('OK')	text/html	etag:%2230d21-4f4970c2b4566%22	http://www.adventuresinbridge.com/mplists/2014/14FebY.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2014/14FebY.html	(from http://www.adventuresinbridge.com/)
00:45:49	327785/327785	---M--	200	added ('OK')	text/html	etag:%2250069-54537df394915%22	http://www.adventuresinbridge.com/mplists/2016/16Year.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2016/16Year.html	(from http://www.adventuresinbridge.com/)
00:45:51	171005/171005	---M--	200	added ('OK')	application/pdf	etag:%2229bfd-533777146fca4%22	http://www.adventuresinbridge.com/images/flyerBeg1606sm.pdf	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/images/flyerBeg1606sm.pdf	(from http://www.adventuresinbridge.com/)
00:45:51	3169/3169	---M--	200	added ('OK')	text/html	etag:%22c61-52f8beb968e81%22	http://www.adventuresinbridge.com/mplists/2015/mp2015.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2015/mp2015.html	(from http://www.adventuresinbridge.com/)
00:45:51	172180/172180	---M--	200	added ('OK')	application/pdf	etag:%222a094-54bb8e682d45c%22	http://www.adventuresinbridge.com/images/flyerBeg1704wm.pdf	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/images/flyerBeg1704wm.pdf	(from http://www.adventuresinbridge.com/)
00:45:53	178531/178531	---M--	200	added ('OK')	text/html	etag:%222b963-512929ddc653e%22	http://www.adventuresinbridge.com/mplists/2015/15Mar.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2015/15Mar.html	(from http://www.adventuresinbridge.com/)
00:45:54	2296/2296	---M--	200	added ('OK')	text/html	etag:%228f8-50fc816f286f0%22	http://www.adventuresinbridge.com/mplists/2014/mp2014.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2014/mp2014.html	(from http://www.adventuresinbridge.com/)
00:45:54	168385/168385	---M--	200	added ('OK')	application/pdf	etag:%22291c1-54c9bd26cde43%22	http://www.adventuresinbridge.com/images/flyerBeg1706wn.pdf	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/images/flyerBeg1706wn.pdf	(from http://www.adventuresinbridge.com/)
00:45:54	2031/2031	---M--	200	added ('OK')	text/html	etag:%227ef-4f39538d21b9b%22	http://www.adventuresinbridge.com/mplists/2013/mp2013.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mplists/2013/mp2013.html	(from http://www.adventuresinbridge.com/)
00:45:54	2010/2010	---M--	200	added ('OK')	text/html	etag:%227da-4e9fa847e6f9b%22	http://www.adventuresinbridge.com/mp2012.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mp2012.html	(from http://www.adventuresinbridge.com/)
00:45:54	2576/2576	---M--	200	added ('OK')	text/html	etag:%22a10-4dc8c8c0f8cb3%22	http://www.adventuresinbridge.com/mp2011.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mp2011.html	(from http://www.adventuresinbridge.com/)
00:45:55	2600/2600	---M--	200	added ('OK')	text/html	etag:%22a28-4dc8c8c013c0f%22	http://www.adventuresinbridge.com/mp2010.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mp2010.html	(from http://www.adventuresinbridge.com/)
00:45:55	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:56%20GMT	http://www.adventuresinbridge.com/mp2009.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mp2009.html	(from http://www.adventuresinbridge.com/)
00:45:55	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:56%20GMT	http://www.adventuresinbridge.com/mp2008.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mp2008.html	(from http://www.adventuresinbridge.com/)
00:45:55	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:57%20GMT	http://www.adventuresinbridge.com/mp2007.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mp2007.html	(from http://www.adventuresinbridge.com/)
00:45:55	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:57%20GMT	http://www.adventuresinbridge.com/mp2006.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mp2006.html	(from http://www.adventuresinbridge.com/)
00:45:56	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:57%20GMT	http://www.adventuresinbridge.com/mp2005.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mp2005.html	(from http://www.adventuresinbridge.com/)
00:45:56	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:57%20GMT	http://www.adventuresinbridge.com/images/04Year.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/images/04Year.html	(from http://www.adventuresinbridge.com/)
00:45:56	11354/11354	---M--	200	added ('OK')	text/html	etag:%222c5a-54b92d5c1c177%22	http://www.adventuresinbridge.com/schedule.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/schedule.html	(from http://www.adventuresinbridge.com/)
00:45:57	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:58%20GMT	http://www.adventuresinbridge.com/images/mentorflyer.pdf	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/images/mentorflyer.html	(from http://www.adventuresinbridge.com/)
00:45:57	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:58%20GMT	http://www.adventuresinbridge.com/gates.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/gates.html	(from http://www.adventuresinbridge.com/)
00:45:57	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:59%20GMT	http://www.adventuresinbridge.com/aging.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/aging.html	(from http://www.adventuresinbridge.com/)
00:45:57	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:59%20GMT	http://www.adventuresinbridge.com/alzheimers.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/alzheimers.html	(from http://www.adventuresinbridge.com/)
00:45:58	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:45:59%20GMT	http://www.adventuresinbridge.com/bridgeimmune.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/bridgeimmune.html	(from http://www.adventuresinbridge.com/)
00:45:58	4006/4006	---M--	200	added ('OK')	image/jpeg	etag:%22fa6-4eb7e29879280%22	http://www.dragndropbuilder.com/images/404background.jpg	C:/My%20Web%20Sites/AiB/www.dragndropbuilder.com/images/404background.jpg	(from http://www.adventuresinbridge.com/%c2%94http://www.adventuresinbridge.com/favicon.ico%c2%94)
00:45:59	4021/4021	---M--	200	added ('OK')	image/png	etag:%22fb5-4eb7e29879280%22	http://www.dragndropbuilder.com/images/404_textbox.png	C:/My%20Web%20Sites/AiB/www.dragndropbuilder.com/images/404_textbox.png	(from http://www.adventuresinbridge.com/%c2%94http://www.adventuresinbridge.com/favicon.ico%c2%94)
00:45:59	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:46:00%20GMT	http://www.adventuresinbridge.com/restserver.php	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/restserver.html	(from http://connect.facebook.net/en_US/all.js)
00:45:59	1528/1528	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202017%2007:46:01%20GMT	http://www.adventuresinbridge.com/dialog/	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/dialog/index.html	(from http://connect.facebook.net/en_US/all.js)
00:46:00	129481/129481	---M--	200	added ('OK')	text/html	etag:%221f9c9-54c4f610b2c6c%22	http://www.adventuresinbridge.com/finals/1704/170403a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170403a.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:01	7858/7858	---M--	200	added ('OK')	text/html	etag:%221eb2-54c50bed8b06b%22	http://www.adventuresinbridge.com/finals/1704/170403E.HTM	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170403E.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:01	6591/6591	---M--	200	added ('OK')	text/html	etag:%2219bf-54c50bee2af30%22	http://www.adventuresinbridge.com/finals/1704/170403F.HTM	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170403F.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:02	6591/6591	---M--	200	added ('OK')	text/html	etag:%2219bf-54c5e4e675d80%22	http://www.adventuresinbridge.com/finals/1704/170404C.HTM	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170404C.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:03	16721/16721	---M--	200	added ('OK')	text/html	etag:%224151-54c5e4e5d9d54%22	http://www.adventuresinbridge.com/finals/1704/170404B.HTM	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170404B.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:03	6287/6287	---M--	200	added ('OK')	text/html	etag:%22188f-54c5e4e51e948%22	http://www.adventuresinbridge.com/finals/1704/170404A.HTM	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170404A.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:04	154040/154040	---M--	200	added ('OK')	text/html	etag:%22259b8-54c72c3f53f6f%22	http://www.adventuresinbridge.com/finals/1704/170405a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170405a.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:05	109958/109958	---M--	200	added ('OK')	text/html	etag:%221ad86-54c72c4205b47%22	http://www.adventuresinbridge.com/finals/1704/170405b.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170405b.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:07	100440/100440	---M--	200	added ('OK')	text/html	etag:%2218858-54b58d94a5475%22	http://www.adventuresinbridge.com/finals/1703/170322b.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1703/170322b.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:09	7221/7221	---M--	200	added ('OK')	text/html	etag:%221c35-54c790828a471%22	http://www.adventuresinbridge.com/finals/1704/170405E.HTM	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170405E.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:09	11657/11657	---M--	200	added ('OK')	text/html	etag:%222d89-54c87cd704f02%22	http://www.adventuresinbridge.com/finals/1704/170406B.HTM	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170406B.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:10	6287/6287	---M--	200	added ('OK')	text/html	etag:%22188f-54c87cd65a078%22	http://www.adventuresinbridge.com/finals/1704/170406A.HTM	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170406A.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:10	98976/98976	---M--	200	added ('OK')	text/html	etag:%22182a0-54c87d3eae84c%22	http://www.adventuresinbridge.com/finals/1704/170406c.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170406c.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:11	5085/5085	---M--	200	added ('OK')	text/html	etag:%2213dd-54c9aa271e7f2%22	http://www.adventuresinbridge.com/finals/1704/170407B.HTM	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170407B.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:13	145193/145193	---M--	200	added ('OK')	text/html	etag:%2223729-54c9aa2671641%22	http://www.adventuresinbridge.com/finals/1704/170407a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170407a.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:14	124562/124562	---M--	200	added ('OK')	text/html	etag:%221e692-54ca19897e57c%22	http://www.adventuresinbridge.com/finals/1704/170407e.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/finals/1704/170407e.html	(from http://www.adventuresinbridge.com/Apr3a.htm)
00:46:15	40621/40621	---M--	200	added ('OK')	text/html	etag:%229ead-54c38ad728afa%22	http://www.adventuresinbridge.com/mar27a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/mar27a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:17	32988/32988	---M--	200	added ('OK')	text/html	etag:%2280dc-54b9ace666d15%22	http://www.adventuresinbridge.com/Mar20a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Mar20a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:18	40943/40943	---M--	200	added ('OK')	text/html	etag:%229fef-54b1d953025d0%22	http://www.adventuresinbridge.com/Mar13a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Mar13a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:19	39654/39654	---M--	200	added ('OK')	text/html	etag:%229ae6-54a8aa331be4a%22	http://www.adventuresinbridge.com/Mar6a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Mar6a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:19	25491/25491	---M--	200	added ('OK')	text/html	etag:%226393-549c7fe888d13%22	http://www.adventuresinbridge.com/Feb27a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Feb27a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:20	33006/33006	---M--	200	added ('OK')	text/html	etag:%2280ee-54961ed43f0a0%22	http://www.adventuresinbridge.com/Feb20a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Feb20a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:22	40358/40358	---M--	200	added ('OK')	text/html	etag:%229da6-548ecaa557296%22	http://www.adventuresinbridge.com/Feb13a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Feb13a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:23	39466/39466	---M--	200	added ('OK')	text/html	etag:%229a2a-54847d7823dbb%22	http://www.adventuresinbridge.com/Feb6a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Feb6a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:23	29074/29074	---M--	200	added ('OK')	text/html	etag:%227192-547df96dc4ed4%22	http://www.adventuresinbridge.com/Jan30a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Jan30a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:25	32675/32675	---M--	200	added ('OK')	text/html	etag:%227fa3-5473537283a03%22	http://www.adventuresinbridge.com/Jan23a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Jan23a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:26	30077/30077	---M--	200	added ('OK')	text/html	etag:%22757d-546a1989b506a%22	http://www.adventuresinbridge.com/Jan16a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Jan16a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:27	38619/38619	---M--	200	added ('OK')	text/html	etag:%2296db-5462cea1ed7c9%22	http://www.adventuresinbridge.com/Jan9a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Jan9a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:27	29088/29088	---M--	200	added ('OK')	text/html	etag:%2271a0-545880f8a4590%22	http://www.adventuresinbridge.com/Jan2a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Jan2a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:29	33273/33273	---M--	200	added ('OK')	text/html	etag:%2281f9-545123fddcb32%22	http://www.adventuresinbridge.com/Dec26a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Dec26a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:29	26887/26887	---M--	200	added ('OK')	text/html	etag:%226907-544711d4cd0fa%22	http://www.adventuresinbridge.com/Dec19a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Dec19a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:30	27157/27157	---M--	200	added ('OK')	text/html	etag:%226a15-543f876f2e0e9%22	http://www.adventuresinbridge.com/Dec12a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Dec12a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:31	27818/27818	---M--	200	added ('OK')	text/html	etag:%226caa-5435753490eae%22	http://www.adventuresinbridge.com/Dec5a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Dec5a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:32	24150/24150	---M--	200	added ('OK')	text/html	etag:%225e56-542df5d4dc7a2%22	http://www.adventuresinbridge.com/Nov28a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Nov28a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:33	24573/24573	---M--	200	added ('OK')	text/html	etag:%225ffd-5423b30c3fda7%22	http://www.adventuresinbridge.com/Nov21a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Nov21a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:34	29746/29746	---M--	200	added ('OK')	text/html	etag:%227432-541c5cd32c717%22	http://www.adventuresinbridge.com/Nov14a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Nov14a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:36	33090/33090	---M--	200	added ('OK')	text/html	etag:%228142-541273bfeeec3%22	http://www.adventuresinbridge.com/Nov7a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Nov7a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:37	31330/31330	---M--	200	added ('OK')	text/html	etag:%227a62-540ac067c4fd6%22	http://www.adventuresinbridge.com/Oct31a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Oct31a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:37	29798/29798	---M--	200	added ('OK')	text/html	etag:%227466-5401e3381e954%22	http://www.adventuresinbridge.com/Oct24a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Oct24a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:39	26513/26513	---M--	200	added ('OK')	text/html	etag:%226791-53f7a203c8f15%22	http://www.adventuresinbridge.com/Oct17a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Oct17a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:39	31288/31288	---M--	200	added ('OK')	text/html	etag:%227a38-53f0426928c72%22	http://www.adventuresinbridge.com/Oct10a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Oct10a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:41	27709/27709	---M--	200	added ('OK')	text/html	etag:%226c3d-53e6089bf544e%22	http://www.adventuresinbridge.com/Oct3a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/Oct3a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:41	25276/25276	---M--	200	added ('OK')	text/html	etag:%2262bc-53dead84601b7%22	http://www.adventuresinbridge.com/sep26a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/sep26a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:42	24416/24416	---M--	200	added ('OK')	text/html	etag:%225f60-53d4cd11bcd3b%22	http://www.adventuresinbridge.com/sep19a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/sep19a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:43	23790/23790	---M--	200	added ('OK')	text/html	etag:%225cee-53cd0e638c458%22	http://www.adventuresinbridge.com/sep12a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/sep12a.html	(from http://www.adventuresinbridge.com/results.htm)
00:46:44	18237/18237	---M--	200	added ('OK')	text/html	etag:%22473d-53c3002fc4356%22	http://www.adventuresinbridge.com/sep5a.htm	C:/My%20Web%20Sites/AiB/www.adventuresinbridge.com/sep5a.html	(from http://www.adventuresinbridge.com/results.htm)
